score,content,date,app,platform
1,"Seeking out therapy is a difficult step in itself. It starts by admitting to yourself you may need some help from a professional. I started talking to my therapist Sean on October 13. He was unable to attend any of the sessions I booked on his ""open"" calendar through the talkspace platform, and blamed his inability to sync his personal calendar with his talkspace calendar on glitches in the system. I finally had one 60 minute session with him where I confided some of my most personal issues. He barely spoke, and then 22 days after first talking to me, still hasn't been able to attend a second session, despite DOZENS of messages back and forth, and me ending up telling him I can work around HIS schedule. Just tell me ANY time that works for you and I??ll make it work. Today, November 4th, he just canceled on me yet again, same-day, just 4 hours before we were scheduled to speak. I guess he had an election party to attend. He could not care less about my issues. What a total waste of time and effort in a time when I needed therapy the most. Disgusting. This app is a good idea but nobody in need of help should ever have such a terrible experience, it does more harm than good to string people along like this.",11/4/2020 21:57,talkspace,apple
1,Just as bad as all the reviews say. I signed up during a panic attack hoping to talk to someone ASAP. It doesn't list what therapists are available so the one I messaged wasn't working until two days later. I waited. The therapist was online all day and didn't even read my message. I then switched to someone else. This one was online when I messaged. They viewed my message and did not respond. After 4 days I spoke to no one. No help and they didn't give me a full refund. Don't waste your money!,10/22/2020 22:12,talkspace,google
2,"The therapists are great but talk space needs a lot of work. when you're experiencing an issue it is so difficult to get anyone to respond to you. In addition they changed my service plan without telling me. Of course no one is responding to my ticket. Therapists are great. There's no way that this app will be sustainable unless they hire more people, or actually start caring more.",2/8/2020 20:11,talkspace,google
1,"So i used to have this app and i loved it! HOWEVER, once i tried to sign into my account it wont let me ive tried using multiple methods of signing in even resetting my password. EVERY SINGLE TIME i try it says ""sorry for the inconvenience however we are having trouble signing you in try again later"" i have perfect internet connection and i have gotten to the point where this app is no longer worth it and it has said i have 2 tries to get into my own account before i am locked out for good.ItsBS",10/18/2019 2:36,headspace,google
1,"What a garbage app. Paid for the premium membership, even though it shows me logged in, I have no access to anything and it keeps trying to get me to purchase premium WHEN MY ACCOUNT SHOWS PREMIUM, to sign in when I AM, half the the stuff I try selecting shuts down the app and everything in app takes me to the website which tells me to download the app. Don't waste your money this is the worst app I've ever tried!! KEEP ASKING FOR A REFUND, I CAN'T EVEN GET A RESPONSE!!!",5/29/2019 7:32,shine,google
1,It's a great app but I can't seem to cancel my subscription. The app cannot be found in the subscriptions in Google Play app and it constantly charge me. Haven't received any response from the devs regarding this matter..,1/7/2020 23:53,headspace,google
1,"After taking my initial monthly payment I was matched with a therapist, provided her a detailed and personal statement of my history and goals. She responded to tell me she wasn??t accepting new patients. I have attempted numerous times to change therapists and have been unsuccessful. I messaged customer service but it could take week to hear back. A week costs $99. Waste of money, time, and energy.",6/16/2020 4:30,talkspace,apple
2,"I like the app a lot but never use it. So I??m lying in bed trying to configure it for the right settings, notifications and helpful reminders throughout my work day, etc. I select a sleeping meditation, and I get an error message from the app failing to download a tmp file because it already exists. I??ve never used that meditation before. I tried other meditations and the same thing happens. So I delete and re-install the app. It wants me to log in. I don??t remember my password so I choose to log in with my Spotify. I can??t do that because ??a user already exists with this information?. I log out and in to Spotify again. Failure. I go through the long process of resetting my password through the Headspace website. Oh no, I now can??t log in for a half hour because of the failed login attempts. I just wanted some mindfulness before dead, dude. This totally killed the vibe, and it was annoying enough I left one of my very rare reviews.",11/21/2018 5:45,headspace,apple
1,"I have been using this app for over a week and I have test to get past the initial consult , even that has not been completed. I just signed up for a plan hoping that would speed things up.  I find this very unsettling   I have also joined another online therapy and was going to continue with the one I like best. The other one connected me to a therapist within the 24 hours , we message back and forth multiple times and has a video session coming up this week.  Not sure what is going on with this service, hoping it is user error on my end.",1/14/2019 4:42,talkspace,apple
1,I have tried to cancel this account a few times. It is too difficult to change therapists. I haven??t had a session in weeks but I??m still being charged after I canceled.,10/26/2019 4:16,talkspace,apple
1,App is functional and a great concept but a really major gripe - It's really really annoying to not be able to change my subscription settings within the app. Don't make me log in on browser. Almost like they're trying to make it really hard to unsubscribe....,1/17/2019 16:38,headspace,google
1,I would seriously like to rate this a no star....ya know zero...download all you want cum up with a GODAMN passWORD... go eff a dunkey...or somehting...seriously how many fingers am i holding up and can you read in between the lines...........................................omg its the middle finger,4/25/2021 20:47,talkspace,google
1,"First let me start off by saying I never received any services they claim to provide... my ??therapist? hardly ever responded and if she did it was a day late. Never did a live video session, never was even asked how I??m doing. Then I decided to cancel my subscription and ask for a full refund (common sense, right? Since I received absolutely nothing they said they provide.). Ended up getting less than half of my money back. This is the saddest scam, it??s supposed to help people who are asking for and needing help and instead doesn??t care at all about your mental health and steal your money. This treatment is horrible and they only want your money- thieves. They rob you blindly, in a mask of pretending to help you.",3/23/2021 16:16,talkspace,apple
1,I told them I am a transgender person. That I needed to talk to someone about this. What do they do? Instead of setting me up with someone who deals with gender dysphoria they set me up with someone who deals with ptsd and then this person misgenders me and disrespects me. Seriously upset. They need to really weed thro the therapists they put on here. Honestly I'm waiting to get a new therapist and if it doesn't work out that second time I'm canceling and requesting a refund,2/22/2017 18:36,talkspace,apple
1,"I cannot recommend this app because I cannot recommend Talkspace. For a service that prides itself on one-on-one counseling and ""guaranteed response times"", I was left wondering if bots and not humans worked there. The responsiveness (apart from bot messaging) was abysmal. I chose a therapist from a Talkspace curated list and then never received an acknowledgement of any kind. After 5 days of waiting, I decided to call it quits. That's when I discovered that because I waited more than 48 hours to hear back from therapist, it would cost me. In the end, I was charged $33 for receiving absolutely nothing, not even a message from customer service. I asked for a full refund and all I got was crickets. Biggest rip-off ever. If you really need help, don't waste your money. This company makes lots of big promises, but regularly fails to keep them. They only seem interested in commodifying mental health services, leveraging technology in the most efficient way possible, and maximizing revenue above all else.",5/8/2021 20:58,talkspace,google
1,"I was looking for some mental health support after a difficult physical health diagnosis. The app started out by asking my mood. I told it ??depressed?. It didn??t ask me why I was depressed. If it had, I would have told it ??because I can no longer walk without pain, and I??m having trouble adjusting to my new limitations.?  Instead, it gave me some instant advice to improve my mood: ??go for a walk.? No kidding. Thanks for the help, Pacifica! This could not have been more triggering. There does not appear to be any way to customize it for users who may have physical disabilities. If you don??t have this issue, I??m sure it will be great for you. For me, it??s one more thing I won??t be able to use.",12/31/2018 0:54,sanvello,apple
1,"I finally got to my lowest point. Desperate enough to use this app, hoping for a lifeline. What I got was a therapist who ended up telling me more about her problems than listening to mine. And when I did get her attention I only got short canned questions I could've gotten from a random therapy question generator (someone should build that - it'd be more helpful than this app, and less dangerous). What's worse, when I tried to slip away quietly by asking for a reassignment, evidently the app does not allow for that level of discretion. Now I'm being confronted by this person who was spilling his guts to me, guilt-tripping me for wanting someone else. I seriously question the vetting process of this app. On top of that, my last ditch effort failed miserably.",11/10/2016 19:45,talkspace,apple
1,I'm not sure why I have to sign up to access. I just wanted to try out the app without having to create an account and handing out my personal details (possibly to get sold to the highest bidder -_-),9/14/2017 20:27,headspace,google
1,"I spent a large amount of money and was assigned a therapist. She said she had already quit talkspace but they kept sending her clients.  Then contacted me several times a day when they wanted my money.  Once they had my money, they did not do anything to connect me to a new therapist.  I hope that I will receive a refund but I do not feel hopeful.",9/19/2020 23:03,talkspace,apple
1,"Decided to give this a try with my insurance plan. Very confusing and hard to talk to anyone for answers.  Set up a session with a therapist and she never joined. Yet I was still charged. No word. Nothing!  Same with the support team. RADIO SILENCE!!!! It??s all automated. 
Do. Not. Pass. Go!",9/11/2020 2:13,talkspace,apple
1,"Its kinda scam between this guys and spotify, I had used this app before but everything was locked. Then spotify adverts the premium plus headspace so I upgrade to it and found out after logging on headspace using spotify that notthing absolutely changed! The unlimited headspace library access spotify says it's a lie, everywhere I click pops a try plan. It's just deceiving marketing",12/14/2020 4:44,headspace,google
1,"This is poorly designed. The app thays supposec to help you train your brain to react to stress ans frustration should not, itself, be inherently stressful and frustrating. It resets the settings when you log out, keeps asking for access to your contacts so you can ""share"", asks for access yo your media files for some reason.... Im PAYING!?! for this????",11/19/2019 17:26,headspace,google
1,first if all yes its probably a great app but if you want someone to download your app just dont spam them with ads By far the only ad im seeing is headspace. if there was a button to block ads from a paticular app i would've used it a long time ago,10/18/2020 9:52,headspace,google
1,"Stressful at the get go. Tells me I get a 10 day trial then I have to pay (it's advertised as free with in app purchases) and wording implies I'll be auto set up for subscription when trial ends. Took forever to find how to cancel pending subscription (not even sure if it worked) then deleted my account (I think... It kept saying ""oh something went wrong) I just wanted to give it a try without being forced to worry about paying yet, but that ship has sailed. You better not bill me in ten days!",10/26/2020 2:07,headspace,google
1,"I have used a lot of apps. This app and service is really not great. My experience is that I signed up, filled out a form, was matched with a profiler, who then asked me to fill out another form ... and then another form ... and then another form and then was silent.  I am not sure of how the service actually works however I am deeply concerned that I made 4 attempts to engage, handed over a ton of very personal data and there has been absolutely no benefit from this.",3/26/2021 17:19,talkspace,apple
2,Just feeling a little frustrated with how hard it is to get a response from someone in the chat room. My old therapist never responded and everything so far has been automated and recorded. I have anxiety and this process makes it worse.,12/2/2018 12:41,talkspace,apple
2,"Good basic 10-lesson intro. After that, all paid stuff. My biggest annoyance is that this is a badly-behaved app: 1) the developer didn't bother to select the setting to allow users to save the app on external storage and my phone is out of space. As I HAVE to update my banking app, I will have to delete headspace. Please fix!!! 2) The app downloads each lesson but does not check with me if I would like to use WiFi for that... It Just goes ahead and uses my 3G data allowance. Please fix!",10/24/2019 10:46,headspace,google
1,"I was charged 4 times at an amount of $65.00 each time when I only had to video sessions. Furthermore, Talkspace is partnered with Cigna as my account details show. I already met my deductible and each session should be directly billed to Cigna. Customer service correspondence has been non existent although I have written six times. There is no phone number to call. I must have an itemized bill for my transactions and I haven??t received those either. Please contact me 215-501-2901",8/9/2020 14:58,talkspace,apple
2,What's wrong with this app? I get started with this for a free minutes later i check it tells me to join again like all the records i just submitted went destroyed i cannot sign back as well.,5/10/2020 2:36,shine,google
2,Why does the app request to access my media files on my device once I wanted to download it? Plus a couple more unnecessary things...,7/24/2015 0:14,talkspace,google
2,The app kept charging me after I ended my subscription and uninstalled it off my phone,10/12/2020 20:39,headspace,google
1,"I tried to cancel my subscription, which is apparently impossible. Then about six months later, in an unrelated incident, my credit card was compromised and I had to have a new number issued - twice. Although I never provided headspace with the new number, somehow they fraudulently obtained it and put it on my account. Then when it came time for renewal, I responded that I wanted to cancel my account, but they charged me anyway - to the credit card number I had never given them. Now I have to go through my bank to dispute the charge. Something very fishy is going on.",3/26/2016 18:22,headspace,apple
1,I downloaded the app entered my info & clicked ??try free & subscribe? and it billed my AppleID $69.99!!! That is a complete theft! I want my money back! Now!,7/2/2020 4:52,headspace,apple
1,"This app is ridiculous. They told me I could do a $12/week session where I talk to my therapist one day that week and when the day came to talk to her, she NEVER responded. I chose to cancel my subscription only to find in my bank account that they were charging me $50/week for the next whole month!! I am literally paying them $50 a week to ignore me.",2/26/2016 13:05,talkspace,apple
1,"WARNING: DO NOT DOWNLOAD This excuse of a meditation app is the WORST app I have EVER USED I was trying to unsubscribe from this and It wont let me unsubscribe and i also got logged out of my account as soon as I subbed so I even had a fully year paid subscription and this GARBAGE wont let me in so headspace, please blow your selves up this really deserves 0 stars tbh",12/16/2019 23:41,headspace,google
1,"You are asked to pay a lot of money up front without getting any information about possible therapists or qualifications of people you would be speaking with. They ""match"" you with someone instead of you being able to choose who to see or not see. I do not recommend this. At least with face to face therapy you can get information about the person and make a decision before making an app or paying.",12/28/2016 10:39,talkspace,google
2,"You have to pay to speak to someone AND
they really really creepily ask you where you live. i wouldn??t want to give out my information to a stranger even if it??s a therapist.",1/3/2019 7:39,talkspace,apple
1,"Recommendation for Talkspace: 0/10

I had my first ever therapy session at 2:30 today. I was anxious af about it. 2:20 rolls around and it says my session has started and to join... so I join 10 minutes early. Then it just sits there and says to wait for my therapist to join... so I sit there waiting for her to just pop up. 2:30 comes and I??m still just sitting there with my nerves shot. Another 10 minutes goes by and it says my session has expired and to reschedule... 30 minutes after that my therapist finally messaged and claims it wouldn??t let her join the room. She wasn??t even empathetic about it. Girl bye. I??ve messaged their customer service and let them know that I have received 0 therapy so I will be paying 0 dollars and to cancel my subscription. It took a lot to mentally prepare myself for that today. All for nothing. I??ll just use my insurance and go to a therapist in Nashville. It will probably be cheaper, and I won??t have to deal with all that.",2/5/2021 21:53,talkspace,apple
2,"I liked the app and wanted to try the extra stuff you get when you subscribe. So I decided to go ahead and subscribe, with the banner saying it was such-and-such per month, cancel anytime. The annual amount was also shown. 

I thought it meant ??pay this amount per month, that??s $x per year? but instead it meant ??pay us for a year, that??s $x/month.?  There wasn??t an option to pick your subscription level, and it never entered my mind that they would auto-charge me for a year. The phrase ??cancel anytime? along with the monthly cost make it seem like you??re buying a monthly subscription. 

I was charged for a year when I just wanted to try the app. I had to cancel the subscription and go to Apple for a refund. 

This strikes me as untruthful and borderline predatory. A meditation app should be better than that, but that??s just wishful thinking, isn??t it?",3/3/2018 19:01,headspace,apple
1,"This was recommended by my psych to help me relax at night. Unfortunately they did not realise that to do most of the meditations, I would have had to pay. Sorry, but for my mental health, and finances I uninstalled the second I found out. Such a shame that it's all about money, since it's run by an organisation that is supposed to help with mental health.",4/6/2021 6:57,headspace,google
1,"Informed them they need a way for me to track my credits and they lack this system in place. So I have no idea how many visits I have left with my therapist for the month. System is lacking billing features that are essential to any platform.... I can??t see my bill, I can??t access a receipt if my company wants to reimburse me. I can??t see how many visits left for the month. Extremely convoluted application. Bad customer service. Still awaiting a response from my current inquiry about billing issues. If you don??t get an appointment with your therapist and miss a week apparently they just screw you and keep your money and neither you or your therapist get any benefit..... they keep your money as a third party.... let me know when you all fix this....  otherwise I??m going to the BBB and complaining to whatever state board that licenses this and allows company??s to steal their patients money... you are taking advantage of people seeking help and it??s wrong wrong wrong....",12/16/2019 20:34,talkspace,apple
1,"They made it so all sleepcasts are locked now. Practically everything on this app is locked and you need to pay $100 in order to access anything. This app is complete trash now. Some of us are college students and can??t afford wasting that kind of money, but they don??t care because clearly money is all they care about.",4/8/2019 3:34,headspace,apple
1,"Hi, to whom it may concern, I used to have a trail subscription for free from headspace due to the fact I was rewarded a 3 month trail from a online catch card from Vodafone. (cellular network provider) i downloaded the app and i unsubscried/deleted the app afterwards because I did want to pay for the subscription in the future. I just recently received notification, that ?ª59 has been debit ordered from account which I did not give authorisation to do so, i unsubscried from the app longntime ago",9/14/2021 13:14,headspace,google
1,"Never purchase this app. This app makes you go through all stress you tried to get rid of, How you ask? They don't make it easy for you to cancel your subscription. They'll make you go around and around in order to find the auto-cancel renewal. (Still couldn't find it by the way). And they even mentioned that if you don't see the button, contact them to help. Then they send you to your E-mail to contact them. 3 days later.. Horrible business practice and scammy no refund policy. Be warned.",11/29/2019 14:38,headspace,google
1,Wanted to delete my account it tells me to log in when I try it says use social account to log in I setup with Google its not an option so can't delete seems dodgy to me,4/15/2021 17:54,headspace,google
1,The 2 weeks trial period ends before the 2 weeks are fully passed. So I got charged for 1 year of subscription with no option to try for 1 month eventually. So not used the app more than twice and before that the trial month was almost finished with no advice I got charged of 57 euro for 1 year that I wont use. This is a robbery. Sorry I just wanted to try and you should charge without a further approval or at least not charge for 1 year. It seem done so to grab money easily.,6/15/2020 14:01,headspace,google
1,"I was connecting to a face to face with my therapist when the app crashed. When I tried to log on again, the app told me my password was wrong - it was not, because I typed it in so I could see what I was typing. I was then locked out for two hours. 

I called customer service and they took down my information and have yet to call me back. 

When this service worked, it was amazing. I really connect with my therapist. But over the last several days the app has crashed and then doesn't let me log in again for 2 hours! Now both my therapist and I have to wait to see when we can reschedule our face to face - if I keep this particular service that long. 

All in all, I'm deeply disappointed that the customer service is so slow and that the password reset/account locking is such a PITA. For a company trying to help those in need of care, they're doing a pitiful job.",8/1/2017 18:27,talkspace,apple
1,"I'm sure I haven't forgotten my password, but it doesn't work. Reset tells me I don't have an account. Re-registering fails reporting that I'm already registered. There's no way to get support to fix the problem.

Protecting IP and profit seeking (the dumb way).

They made this hard to access in order to protect future revenues and make sure nobody got a free ride. As a result, I will never use it. Well done!

Meditation is millennia old. Blocking access to ensure revenue is the least mindful thing I can think of for a concept these guys simply copied. 

I wouldn't do business with a company so balance sheet focused that it couldn't be trusted to allow even basic access. If this is how headspace treats prospective customers in free mode, imagine how you'll be treated if you pay up. 

Stay away. There must be better apps and orgs.",9/2/2015 16:47,headspace,apple
1,"This app robs you. It never told me this was on autopay or auto renewal which you??d think when it??s this expensive and only renews once a year they would. 

After not really using it for the duration of my first pay period it just went ahead and charged me over $1000 with no warning and 2 days into the new pay period that I NEVER signed up for it won??t let me cancel or get a refund and my account is overdrawn and I have no way of paying rent next month. 

LITERAL TRASH.",9/15/2020 11:09,talkspace,apple
1,DO NOT SUBSCRIBE! Headspace will take your money and not subscribe you so you cannot use the features. For an app that is supposed to help stress and anxiety this had caused me nothing but stress trying to dispute.,12/12/2018 6:56,headspace,google
1,"Please, for the love of all that is good, change your ads on YouTube. Every time I try to fall asleep to some ASMR, your ad pops up with Pennywise whispering ""Hello again"" through my headphones. It's sooo unsettling. Please do an ad that has anyone but whoever that dude is in it. ???ñ???????­",7/7/2020 0:54,headspace,google
1,I had uninstalled the app and never subscribed to paid or even free session. But today you made unauthorized deduction of 120 rs. from my bank account. This is beyond rediculous. Please return my money.,8/25/2021 4:47,headspace,google
1,"The concept of the app is outstanding. The execution is extremely poor. Over $150 a month for two sentences of advice/questions from your therapists. They say one week on Talkspace is equal to one 50 minute in person session. I've switched to in person therapy and one week of Talkspace at best might equal 10 minutes of real therapy. I had a therapist who ""checked in"" twice per day and in the beginning were detailed and wrote fairly long responses. Then it changed to a sentence here or there. They don't require the therapists to do anything but write two responses a day no matter how short and meaningless they are. I sent several suggestions to their customer service department and they basically could care less. Really they should have refunded my money but more importantly listened to my suggestions, this app will be a thing of the past in a year or two. My recommendation is go to an in person real therapist or check out any other therapy app. The therapists don't truly care (I tried two different therapists) and the customer service team could care less about anything other than getting your money. In person therapy is WAY better and will help you more in the long run. These guys didn't listen to me and just want your money, if what I'm saying isn't true then why do they charge so much for so little? Require so little from the therapists? How do you spell ripoff? T-a-l-k-s-p-a-c-e",5/7/2017 5:04,talkspace,apple
1,Abigail on customer support was no help whatsoever and to top it off they charge you everything at once without telling you exactly what insurance covers. They make it out to be like insurance covers the whole cost. At that point you should just pay for an in person therapist. Not worth it at all. Go elsewhere. The therapist was lovely but again they give out false information that video and text are unlimited but they don??t tell you they??re unlimited because you pay the rest out of pocket by insurance.,8/24/2021 14:37,talkspace,apple
1,"I shared a lot with my therapist looking for guidance, resources, suggestions, tips, tools, anything. It was like I was talking to a friend that wished I would change the subject. My specific issues that I shared in detail would never be brought up. I would take personality assessments without being told why and without getting any feedback. I would get generic responses like ""oh no! That must have been hard"" and ""how was your weekend?"" after sharing personal details that I wanted to discuss. 

If you are looking for some random person you can chat with throughout the day, fine but this is not therapy and it is actually dangerous that people needing real help would go to this app and receive service like this.",9/13/2017 15:02,talkspace,apple
1,Literally does nothing without your credit card details,10/16/2020 1:17,headspace,google
1,"I did like it at first, but the rates have increased and I am finding it virtually impossible to unsubscribe. I find this rather unethical. I'll be calling my credit card to stop  future payments.",12/4/2016 19:25,headspace,google
1,"Wow, I am really disappointed in this app developer. EXTREMELY deceptive billing practices. The prompt to authorize a full one-year for $95 is so sudden and so surprising that my thumb was already over the home button and thus authorized the charge. Then their FAQs directs you to Apple Support to request a refund which is another hour of your life trying to get that processed. VERY disappointing, don??t bother with this app, go somewhere else for a meditation app.",3/11/2019 15:24,headspace,apple
1,This app does not just allow you install it on your phone. It asks for your information . You can not access the app without providing your information. I immediately uninstalled the app due to this issue.,7/6/2021 22:51,headspace,google
1,Be careful. Your account is automatically set to auto renewal.  If you don??t want to know there is absolutely no way to get in touch with the company to get a refund.,2/10/2020 21:44,headspace,apple
1,This app started out as an easy and unique way to find moments of quiet throughout the day. It now has become just another complicated and stressful personal data gathering tool. Andy and his team have become compromised. Sad.,7/30/2017 5:26,headspace,apple
1,needs your data to be able to see if you even like it,3/31/2019 15:30,headspace,google
1,"Okay, first of all, you CANNOT substitute ??virtual? therapy for face-to-face therapy. It simply does not work as well. Also, the price is freaking ridiculous. If you have a mental illness, this app is the worst. Not only do you barely get to speak with the therapist, but it??s so stressful how EXPENSIVE this is. I was appalled by how quickly I was dismissed in the app when I told the ??matchmaker? that I couldn??t afford freaking $50 a week to get a few messages a week from a complete stranger. NO THANK YOU. It??s all a scheme for money.",10/7/2018 8:05,talkspace,apple
1,"Was loving this app until a very recent update made you have to allow it to run in the background to keep it from closed when your phone locks. 48 hours later, I'm getting fake lockscreen adverts and after diagnostics i'm certain it's from this app. Devious and deceitful and just plain against Google plays policy.",9/13/2020 4:02,headspace,google
1,"I am going through a very difficult time and my therapist suggest I tired the app for a the trial time to help me at home. I had canceled the app before the trial was over, I woke up today and it charged me $69.99 for an annual fee after I canceled my subscription. I had to cancel it AGAIN, & file a claim with Apple. I expect a refund because this is not zen or calming at all. It even says that you can try it and cancel it before it ends to not get charged. I don??t understand why you have to pay to mediate or find a peace of mind. Needless to say it was my last $100, this is very frustrating and literally brought me to tears.",12/25/2020 20:32,headspace,apple
1,"the therapist i met up with (who was supposedly only a matchmaker) was almost robotic in her responses, and asked me NO questions for more details. she also bluntly informed me that ""therapy is not free"", which i knew in normal circumstances, but i thought since the app was free and did not mention mandatory purchases, it was just that--free. no such luck, and i currently do not have a debit card....and, further....why can't insurance pay them like normal therapy???",9/19/2015 8:16,talkspace,apple
1,"So spent time entering data, signing up with monthly payment, then 10 hours later (they were looking for a therapist best suited to my needs) I get message they don't have therapist in my state! They refunded me, but this is online.... Disappointed as have had a difficult week, and my work schedule doesn't allow for traditional therapy, and I'm pretty depressed.",9/22/2016 3:21,talkspace,apple
1,Pay so you can download and listen to meditations off line. Also we will regularly delete your downloads so you can waste your time redownloading our content because we aren't here to help people with their head space we are here to screw with their headspace.,7/13/2020 10:15,headspace,google
1,"A therapist wanted quite a bit of my background and what was bothering me. So I was typing the very painful things I am going through. The conversation lasted for awhile before she sprung the prices on me. When I told her I don't think I can afford it and I was under the impression that they advertised as free-- she tossed me aside so quickly. I had just spilled my worst problems and her response after my fear it was too expensive was ""Alright"". Just ""Alright"". No empathy or I'm sorry, I wish you the best. Pretty sure I was talking to a robot. So disappointed. Proceed with caution.",8/9/2016 8:06,talkspace,apple
1,"CAREFUL WITH FREE TRIALS. It is absolutely beyond me that we cannot cancel the subscription on the app right away. ZERO indications on the app's ""Account & Subscription"" tab on how to cancel. We have to look around through the FAQ and login again in a browser to finally cancel. This is designed on purpose for users to forget their ""free"" trial and/or make it harder to cancel. I am one of them and was robbed 90$. MAKE SURE TO SEARCH THOROUGHLY HOW TO CANCEL THE RENEWAL.",7/29/2021 12:51,headspace,google
1,Says it's free..after the 4th day of using it its trying to charge me anytime I click on anything. If there was any way to make someone with depression have hope and then take it away. That sure was the way to do it,12/21/2020 20:20,sanvello,google
1,"After a trial subscription to Headspace, I not to continue with the app. I cancelled my subscription through iTunes, as suggested, and indeed, the subscription was removed. The monthly charges to my American Express, however, were not. It??s been a year now, and I keep getting charged a monthly $12.99 -now having payed upwards of $150 for an app I do not want nor use.  The company??s number does not connect you to a live person, and a letter to their snail mail address has gone unanswered. I have tried disputing the charge through my credit card company. And while the particular charge disputed gets removed, a new one appears the following month. Definitely not relaxing, and definitely uncool for a wellness app. As a psychologist, I??ve stopped recommending the app to my patients. It??s not worth the aggravation!",6/21/2019 22:09,headspace,apple
1,"Headspace has been important to me for over 5 years ..Recently i noticed a political stance within the app, Although it was a nice statement. There's absolutely no place for this within a meditation app! In some way it could be a stimulation for negative mental wellness! Headspace has a important, critical purpose! that's lost under this new image more focused on pushing equality in my face when I need 5 minutes to myself. Sadly I now use a rival app that is distraction free",3/30/2021 20:29,headspace,google
1,"Enlightenment should not be for sale. The wealthy should not be able to trademark inner peace. I understand needing to pay your rent, but this app is beyond that. If you cared about healing people, you would have a large free section for everyone to master meditation and would only charge for luxury, non-essential additional content. I can't support turning meditation into a product.",7/1/2019 3:22,headspace,google
1,Okay you want to help people with there problems right??? I assume this because you stress and depression ect. But u make people pay for it why???? It??s not very helpful to the people that can??t afford it and the session that you do have open are STUPID because you can only do 1 Beside basic. O and there is also kids that are depressed and haven??t told there Guardian that they are depressed so I gave u a 2 start Rating the only thing that I can say about the app that is true is that the Basic. 1 sessions are relaxing and that is the only 1 that people can use and it??s not very helpful in the long run because the person that??s depressed and ect. Want feel like it??s helping and want to get premium but can??t forward it so what are they going to do so if people that get this app and can??t  forward premium and those people I??m assuming that u want to help u aren??t helping so if they kill them self??s or get them selfs killed it??s on you nobody else just you,5/28/2018 4:30,headspace,apple
1,Downloads don't work they won't stay on phone. Great app for meditation but so Anni that can't download and save on phone for when you have no internet connection,7/26/2021 15:01,headspace,google
1,"waited till app was downloaded and all set up to tell me there is charge of 47.99 after your free trial of seven days. Thanks but no thanks. Now that they have all my contact info, friends list and who knows what else",2/4/2019 5:58,calm,google
1,I really wanted to try this but I'm not putting in my credit card details before I've even had a look at it! Ironic as it's designed to reduce stress...,5/29/2020 11:58,calm,google
1,"The app is okay but not worth $59.99 I downloaded this app, used it a few times and forgot about it. maybe 2 months later I see a $59.99 charge by way of my Google account. I did not authorize this nor did I know. I contacted Google, they were worthless, no help at all. I had to disconnect all payment information from my Google account to ensure that I don't end up unsuspectingly spending a small fortune on mediocre apps that have tons of free versions. Beware of this app and the Playstore.#BS",3/14/2019 22:07,calm,google
1,"I would highly suggest not downloading this, I did the week ??free trial?? but was then upgraded to premium which I never did and then charged 75$ for a year subscription without my consent. I noticed after I was charged that there were multiple smaller subscriptions I could have been charged for but instead they got me with the most expensive one. The apps content wasn??t enough good I maybe used it one time. Don??t waste your time or they will charge you like they did to me!",7/6/2019 2:16,calm,apple
1,"not even able to listen without commitment to a free trial and it feels Stupid, as i was shown two wothout having a trial started and after seeing them i couldnt listen to them. If you want people to pay let them sample WITHOUT taking down their info first.",12/5/2019 1:02,headspace,google
1,Worst app ever ..the money got deducted from my account and the amount was rs3650. Its a very big amount.. And I haven't even suscribed it.. Dont download this app as it takes all ur info of the account and takes all your money..... Wat can I do to take my money back now...,4/27/2020 0:40,calm,google
2,"The sound loops, and the app creates a watermark on your phone that will not go away even if you delete the app. Customer service is very unhelpful.",6/27/2016 20:45,calm,google
1,"The Calm app is a prison sentence. If you happen to click on it, it will enable a trial subscription that automatically renews for ONE YEAR. Then try to escape this prison. Might as well be Alcatraz. They make it impossible to cancel the subscription. So difficult. So Machiavellian. ITunes should ban this crap.",12/17/2018 2:15,calm,apple
1,"Ok why do you need to use a acc to get sleep music/sounds. Why can't you use it as a guest and, sadly I couldn't use it because I need a Google account.",2/22/2021 1:39,headspace,google
1,This app is bad. Do not download it cause if you pay for a subscription the payments wont stop!! Its annoying and you cant be relaxed if you are freaking poor and this app keeps taking your money!! I mean sheesh people gimme a break. There is only like 1 or 2 videos or storys you can use without paying. Its really stupid.. im deleting. I do not recommend this app at all.,1/20/2020 14:02,calm,google
1,i only wanted to sign up for the monthly subscription because i diddnt know if i wanted to keep it a full year but they signed me up for a annual subscription and took way more out of my account than i authorized and i cant even get a refund. very misleading to say the least. wont do it again,2/17/2019 0:02,headspace,google
1,unauthorized subscription was charged to my AMEX account w/o notification or cancelation policy. So far...I am unable to get refund. App owned by Hollywood mogul and bogus. BEWARE,5/4/2020 14:24,calm,google
1,"It makes you download the app, set up your account, and start the 7 day free trial before it tells you that once the trial is started it will automaticly start charging you for the 45 yearly payments and theres nothing you can do to stop the payments. Everyone who is reading this, stick to something else cuz this is not it",11/1/2019 6:07,calm,google
1,"Deceitful. Don't waste your time or money. This is in no way a free app. Be honest and charge a subscription up front, don't post it as free and then reveal the charges after users have created an account. Now you have my data and I've no intention of using the product for $70 a year.",2/4/2020 20:01,headspace,google
